ID,ID2,Item Title,Final URL,Image URL,Item Subtitle,Item Description,Item Category,Price
"Chevrolet Silverado","3GCUKREC1HG373588","2017 Chevrolet Silverado","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Silverado_1500-Crew_Cab_Short_Box_4_Wheel_Drive_LT-Austin-TX/2956241213","http://inventory-dmg.assets-cdk.com/6/7/1/14218738176.jpg","Silverado","Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.","New","46430 USD"
"Chevrolet Silverado","3GCUKREC3HG376024","2017 Chevrolet Silverado","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Silverado_1500-Crew_Cab_Short_Box_4_Wheel_Drive_LT-Austin-TX/2956905693","http://inventory-dmg.assets-cdk.com/0/8/2/14133835280.jpg","Silverado","Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.","New","48385 USD"
"Chevrolet Silverado","3GCUKREC8HG376620","2017 Chevrolet Silverado","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Silverado_1500-Crew_Cab_Short_Box_4_Wheel_Drive_LT-Austin-TX/2956905703","http://inventory-dmg.assets-cdk.com/3/6/4/14135267463.jpg","Silverado","Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.","New","48385 USD"
"Chevrolet Silverado","3GCUKREC3HG376699","2017 Chevrolet Silverado","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Silverado_1500-Crew_Cab_Short_Box_4_Wheel_Drive_LT-Austin-TX/2957624133","http://inventory-dmg.assets-cdk.com/4/0/2/14229109204.jpg","Silverado","Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.","New","48385 USD"
"Chevrolet Silverado","3GCUKREC0HG367782","2017 Chevrolet Silverado","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Silverado_1500-Crew_Cab_Short_Box_4_Wheel_Drive_LT-Austin-TX/2958176733","http://inventory-dmg.assets-cdk.com/0/7/1/14106453170.jpg","Silverado","Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.","New","47425 USD"
"Chevrolet Silverado","3GCUKREC6HG379368","2017 Chevrolet Silverado","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Silverado_1500-Crew_Cab_Short_Box_4_Wheel_Drive_LT-Austin-TX/2958246893","http://inventory-dmg.assets-cdk.com/5/6/5/14210724565.jpg","Silverado","Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.","New","48880 USD"
"Chevrolet Silverado","3GCUKREC9HG380935","2017 Chevrolet Silverado","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Silverado_1500-Crew_Cab_Short_Box_4_Wheel_Drive_LT-Austin-TX/2959285943","http://inventory-dmg.assets-cdk.com/4/7/2/14173922274.jpg","Silverado","Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.","New","49380 USD"
"Chevrolet Silverado","3GCUKREC7HG367214","2017 Chevrolet Silverado","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Silverado_1500-Crew_Cab_Short_Box_4_Wheel_Drive_LT-Austin-TX/2968948023","http://inventory-dmg.assets-cdk.com/6/0/8/14302437806.jpg","Silverado","Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.","New","46430 USD"
"Chevrolet Silverado","3GCUKSEJ2HG134993","2017 Chevrolet Silverado","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Silverado_1500-Crew_Cab_Short_Box_4_Wheel_Drive_LTZ-Austin-TX/2818100433","http://inventory-dmg.assets-cdk.com/4/6/2/13390676264.jpg","Silverado","MSRP: $57,220.00  
Consumer Cash Program (Exp.02/28/2017): $1,000.00  
Chevrolet Bonus Cash Program (Exp.02/28/2017): $500.00  
  
Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.   
  
Consumer Cash Program 17-40ACA expires:2/28/2017 Chevrolet Bonus Cash Program 17-40AP expires:2/28/2017 Tax, title, license, dealer fees and optional equipment extra. Residency restrictions apply. See dealer for details.","New","51142 USD"
"Chevrolet Silverado","3GCUKSEJ4HG389788","2017 Chevrolet Silverado","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Silverado_1500-Crew_Cab_Short_Box_4_Wheel_Drive_LTZ-Austin-TX/2968948813","http://inventory-dmg.assets-cdk.com/3/8/3/14262626383.jpg","Silverado","Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.","New","55465 USD"
"Chevrolet Silverado","3GCUKSEJ7HG127926","2017 Chevrolet Silverado","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Silverado_1500-Crew_Cab_Short_Box_4_Wheel_Drive_LTZ-Austin-TX/2979801303","http://inventory-dmg.assets-cdk.com/1/0/8/14343329801.jpg","Silverado","MSRP: $58,325.00  
Total GM Cash Rebates (Exp.01/01/2017): $1,000.00  
  
Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.   
  
Final price includes Dealer Discount, GM Cash Rebates and includes any dealer installed options. Tax Title and License Fee Extra. Additional discounts may be available to TX residents. Contact dealership for details.","New","56825 USD"
"Chevrolet Silverado","3GCUKSEC0HG144763","2017 Chevrolet Silverado","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Silverado_1500-Crew_Cab_Short_Box_4_Wheel_Drive_LTZ_Z71-Austin-TX/2854416413","http://inventory-dmg.assets-cdk.com/0/9/6/13516118690.jpg","Silverado","MSRP: $55,270.00  
Consumer Cash Program (Exp.02/28/2017): $1,000.00  
Chevrolet Bonus Cash Program (Exp.02/28/2017): $500.00  
  
Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.   
  
Consumer Cash Program 17-40ACA expires:2/28/2017 Chevrolet Bonus Cash Program 17-40AP expires:2/28/2017 Tax, title, license, dealer fees and optional equipment extra. Residency restrictions apply. See dealer for details.","New","53770 USD"
"Chevrolet Silverado","3GCUKSEC3HG245442","2017 Chevrolet Silverado","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Silverado_1500-Crew_Cab_Short_Box_4_Wheel_Drive_LTZ_Z71-Austin-TX/2883156633","http://inventory-dmg.assets-cdk.com/5/1/3/13697757315.jpg","Silverado","MSRP: $57,875.00  
Consumer Cash Program (Exp.02/28/2017): $1,000.00  
Chevrolet Bonus Cash Program (Exp.02/28/2017): $500.00  
  
Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.   
  
Consumer Cash Program 17-40ACA expires:2/28/2017 Chevrolet Bonus Cash Program 17-40AP expires:2/28/2017 Tax, title, license, dealer fees and optional equipment extra. Residency restrictions apply. See dealer for details.","New","55175 USD"
"Chevrolet Silverado","3GCUKSEC2HG333138","2017 Chevrolet Silverado","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Silverado_1500-Crew_Cab_Short_Box_4_Wheel_Drive_LTZ_Z71-Austin-TX/2936490193","http://inventory-dmg.assets-cdk.com/5/6/4/13968151465.jpg","Silverado","Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.","New","52890 USD"
"Chevrolet Silverado","3GCUKSEC1HG333745","2017 Chevrolet Silverado","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Silverado_1500-Crew_Cab_Short_Box_4_Wheel_Drive_LTZ_Z71-Austin-TX/2937183933","http://inventory-dmg.assets-cdk.com/1/8/7/13968151781.jpg","Silverado","Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.","New","52890 USD"
"Chevrolet Silverado","3GCUKSEC5HG335952","2017 Chevrolet Silverado","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Silverado_1500-Crew_Cab_Short_Box_4_Wheel_Drive_LTZ_Z71-Austin-TX/2938446433","http://inventory-dmg.assets-cdk.com/6/4/1/13964544146.jpg","Silverado","Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.","New","52890 USD"
"Chevrolet Silverado","3GCUKSEC4HG337742","2017 Chevrolet Silverado","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Silverado_1500-Crew_Cab_Short_Box_4_Wheel_Drive_LTZ_Z71-Austin-TX/2939389893","http://inventory-dmg.assets-cdk.com/7/7/9/14015442977.jpg","Silverado","Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.","New","52890 USD"
"Chevrolet Silverado","3GCUKSEJXHG393635","2017 Chevrolet Silverado","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Silverado_1500-Crew_Cab_Short_Box_4_Wheel_Drive_LTZ_Z71-Austin-TX/2968948263","http://inventory-dmg.assets-cdk.com/5/5/1/14293171155.jpg","Silverado","Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.","New","56915 USD"
"Chevrolet Silverado","3GCUKSEC0HG408970","2017 Chevrolet Silverado","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Silverado_1500-Crew_Cab_Short_Box_4_Wheel_Drive_LTZ_Z71-Austin-TX/2973946013","http://inventory-dmg.assets-cdk.com/6/3/8/14339618836.jpg","Silverado","Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.","New","54420 USD"
"Chevrolet Silverado","3GCUKREC5HG182126","2017 Chevrolet Silverado","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Silverado_1500-Crew_Cab_Short_Box_4_Wheel_Drive_LT_Z71-Austin-TX/2847669603","http://inventory-dmg.assets-cdk.com/5/1/8/13516115815.jpg","Silverado","MSRP: $56,690.00  
Consumer Cash Program (Exp.02/28/2017): $1,000.00  
Chevrolet Bonus Cash Program (Exp.02/28/2017): $500.00  
  
Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.   
  
Consumer Cash Program 17-40ACA expires:2/28/2017 Chevrolet Bonus Cash Program 17-40AP expires:2/28/2017 Tax, title, license, dealer fees and optional equipment extra. Residency restrictions apply. See dealer for details.","New","55190 USD"
"Chevrolet Silverado","3GCUKREC2HG184478","2017 Chevrolet Silverado","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Silverado_1500-Crew_Cab_Short_Box_4_Wheel_Drive_LT_Z71-Austin-TX/2847669623","http://inventory-dmg.assets-cdk.com/1/4/8/13662637841.jpg","Silverado","MSRP: $56,690.00  
Consumer Cash Program (Exp.02/28/2017): $1,000.00  
Chevrolet Bonus Cash Program (Exp.02/28/2017): $500.00  
  
Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.   
  
Consumer Cash Program 17-40ACA expires:2/28/2017 Chevrolet Bonus Cash Program 17-40AP expires:2/28/2017 Tax, title, license, dealer fees and optional equipment extra. Residency restrictions apply. See dealer for details.","New","55190 USD"
"Chevrolet Silverado","3GCUKRECXHG220238","2017 Chevrolet Silverado","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Silverado_1500-Crew_Cab_Short_Box_4_Wheel_Drive_LT_Z71-Austin-TX/2868764603","http://inventory-dmg.assets-cdk.com/6/3/7/14153475736.jpg","Silverado","MSRP: $55,825.00  
Consumer Cash Program (Exp.02/28/2017): $1,000.00  
Chevrolet Bonus Cash Program (Exp.02/28/2017): $500.00  
  
Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.   
  
Consumer Cash Program 17-40ACA expires:2/28/2017 Chevrolet Bonus Cash Program 17-40AP expires:2/28/2017 Tax, title, license, dealer fees and optional equipment extra. Residency restrictions apply. See dealer for details.","New","52125 USD"
"Chevrolet Silverado","3GCUKREC0HG132122","2017 Chevrolet Silverado","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Silverado_1500-Crew_Cab_Short_Box_4_Wheel_Drive_LT_Z71-Austin-TX/2875524523","http://inventory-dmg.assets-cdk.com/7/6/3/13598493367.jpg","Silverado","MSRP: $49,760.00  
Consumer Cash Program (Exp.02/28/2017): $1,000.00  
Chevrolet Bonus Cash Program (Exp.02/28/2017): $500.00  
  
Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.   
  
Consumer Cash Program 17-40ACA expires:2/28/2017 Chevrolet Bonus Cash Program 17-40AP expires:2/28/2017 Tax, title, license, dealer fees and optional equipment extra. Residency restrictions apply. See dealer for details.","New","48260 USD"
"Chevrolet Silverado","3GCUKREC2HG242508","2017 Chevrolet Silverado","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Silverado_1500-Crew_Cab_Short_Box_4_Wheel_Drive_LT_Z71-Austin-TX/2879445653","http://inventory-dmg.assets-cdk.com/1/3/6/13706056631.jpg","Silverado","MSRP: $53,485.00  
Consumer Cash Program (Exp.02/28/2017): $1,000.00  
Chevrolet Bonus Cash Program (Exp.02/28/2017): $500.00  
  
Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.   
  
Consumer Cash Program 17-40ACA expires:2/28/2017 Chevrolet Bonus Cash Program 17-40AP expires:2/28/2017 Tax, title, license, dealer fees and optional equipment extra. Residency restrictions apply. See dealer for details.","New","49785 USD"
"Chevrolet Silverado","3GCUKREC9HG242926","2017 Chevrolet Silverado","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Silverado_1500-Crew_Cab_Short_Box_4_Wheel_Drive_LT_Z71-Austin-TX/2881011933","http://inventory-dmg.assets-cdk.com/9/2/7/13749052729.jpg","Silverado","MSRP: $52,225.00  
Consumer Cash Program (Exp.02/28/2017): $1,000.00  
Chevrolet Bonus Cash Program (Exp.02/28/2017): $500.00  
  
Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.   
  
Consumer Cash Program 17-40ACA expires:2/28/2017 Chevrolet Bonus Cash Program 17-40AP expires:2/28/2017 Tax, title, license, dealer fees and optional equipment extra. Residency restrictions apply. See dealer for details.","New","48525 USD"
"Chevrolet Silverado","3GCUKREC1HG124658","2017 Chevrolet Silverado","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Silverado_1500-Crew_Cab_Short_Box_4_Wheel_Drive_LT_Z71-Austin-TX/2882937813","http://inventory-dmg.assets-cdk.com/0/5/1/14179381150.jpg","Silverado","MSRP: $49,760.00  
Consumer Cash Program (Exp.02/28/2017): $1,000.00  
Chevrolet Bonus Cash Program (Exp.02/28/2017): $500.00  
  
Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.   
  
Consumer Cash Program 17-40ACA expires:2/28/2017 Chevrolet Bonus Cash Program 17-40AP expires:2/28/2017 Tax, title, license, dealer fees and optional equipment extra. Residency restrictions apply. See dealer for details.","New","44279 USD"
"Chevrolet Silverado","3GCUKREC2HG245828","2017 Chevrolet Silverado","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Silverado_1500-Crew_Cab_Short_Box_4_Wheel_Drive_LT_Z71-Austin-TX/2883156743","http://inventory-dmg.assets-cdk.com/7/1/0/13727772017.jpg","Silverado","MSRP: $52,325.00  
Consumer Cash Program (Exp.02/28/2017): $1,000.00  
Chevrolet Bonus Cash Program (Exp.02/28/2017): $500.00  
  
Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.   
  
Consumer Cash Program 17-40ACA expires:2/28/2017 Chevrolet Bonus Cash Program 17-40AP expires:2/28/2017 Tax, title, license, dealer fees and optional equipment extra. Residency restrictions apply. See dealer for details.","New","48625 USD"
"Chevrolet Silverado","3GCUKRECXHG240375","2017 Chevrolet Silverado","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Silverado_1500-Crew_Cab_Short_Box_4_Wheel_Drive_LT_Z71-Austin-TX/2884779473","http://inventory-dmg.assets-cdk.com/5/4/4/13706056445.jpg","Silverado","MSRP: $52,825.00  
Consumer Cash Program (Exp.02/28/2017): $1,000.00  
Chevrolet Bonus Cash Program (Exp.02/28/2017): $500.00  
  
Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.   
  
Consumer Cash Program 17-40ACA expires:2/28/2017 Chevrolet Bonus Cash Program 17-40AP expires:2/28/2017 Tax, title, license, dealer fees and optional equipment extra. Residency restrictions apply. See dealer for details.","New","49125 USD"
"Chevrolet Silverado","3GCUKREC0HG256276","2017 Chevrolet Silverado","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Silverado_1500-Crew_Cab_Short_Box_4_Wheel_Drive_LT_Z71-Austin-TX/2888971473","http://inventory-dmg.assets-cdk.com/9/3/5/13727772539.jpg","Silverado","MSRP: $51,865.00  
Consumer Cash Program (Exp.02/28/2017): $1,000.00  
Chevrolet Bonus Cash Program (Exp.02/28/2017): $500.00  
  
Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.   
  
Consumer Cash Program 17-40ACA expires:2/28/2017 Chevrolet Bonus Cash Program 17-40AP expires:2/28/2017 Tax, title, license, dealer fees and optional equipment extra. Residency restrictions apply. See dealer for details.","New","48165 USD"
"Chevrolet Silverado","3GCUKREC8HG255859","2017 Chevrolet Silverado","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Silverado_1500-Crew_Cab_Short_Box_4_Wheel_Drive_LT_Z71-Austin-TX/2888971553","http://inventory-dmg.assets-cdk.com/3/4/9/13749053943.jpg","Silverado","MSRP: $51,765.00  
Consumer Cash Program (Exp.02/28/2017): $1,000.00  
Chevrolet Bonus Cash Program (Exp.02/28/2017): $500.00  
  
Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.   
  
Consumer Cash Program 17-40ACA expires:2/28/2017 Chevrolet Bonus Cash Program 17-40AP expires:2/28/2017 Tax, title, license, dealer fees and optional equipment extra. Residency restrictions apply. See dealer for details.","New","48065 USD"
"Chevrolet Silverado","3GCUKREC0HG261316","2017 Chevrolet Silverado","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Silverado_1500-Crew_Cab_Short_Box_4_Wheel_Drive_LT_Z71-Austin-TX/2895477603","http://inventory-dmg.assets-cdk.com/1/3/7/14179388731.jpg","Silverado","MSRP: $51,830.00  
Consumer Cash Program (Exp.02/28/2017): $1,000.00  
Chevrolet Bonus Cash Program (Exp.02/28/2017): $500.00  
  
Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.   
  
Consumer Cash Program 17-40ACA expires:2/28/2017 Chevrolet Bonus Cash Program 17-40AP expires:2/28/2017 Tax, title, license, dealer fees and optional equipment extra. Residency restrictions apply. See dealer for details.","New","48130 USD"
"Chevrolet Silverado","3GCUKREC2HG256991","2017 Chevrolet Silverado","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Silverado_1500-Crew_Cab_Short_Box_4_Wheel_Drive_LT_Z71-Austin-TX/2979801413","http://inventory-dmg.assets-cdk.com/9/0/2/14341579209.jpg","Silverado","MSRP: $51,765.00  
Total GM Cash Rebates (Exp.01/02/2018): $1,500.00  
Dealer Discounts: $2,048.00  
  
Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.   
  
Final price includes Dealer Discount, GM Cash Rebates and includes any dealer installed options. Tax Title and License Fee Extra. Additional discounts may be available to TX residents. Contact dealership for details.","New","49265 USD"
"Chevrolet Silverado","3GCPCREC9HG116706","2017 Chevrolet Silverado","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Silverado_1500-Crew_Cab_Standard_Box_2_Wheel_Drive_LT-Austin-TX/2809484763","http://inventory-dmg.assets-cdk.com/9/3/7/13390673739.jpg","Silverado","MSRP: $46,215.00  
Incremental Consumer Cash Program (Exp.02/28/2017): $1,000.00  
Chevrolet Bonus Cash Program (Exp.02/28/2017): $500.00  
  
Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.   
  
Incremental Consumer Cash Program 17-40AC expires:2/28/2017 Chevrolet Bonus Cash Program 17-40AP expires:2/28/2017 Tax, title, license, dealer fees and optional equipment extra. Residency restrictions apply. See dealer for details.","New","41017 USD"
"Chevrolet Silverado","3GCPCREC3HG119200","2017 Chevrolet Silverado","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Silverado_1500-Crew_Cab_Standard_Box_2_Wheel_Drive_LT-Austin-TX/2810235823","http://inventory-dmg.assets-cdk.com/0/9/0/13448811090.jpg","Silverado","MSRP: $46,215.00  
Incremental Consumer Cash Program (Exp.02/28/2017): $1,000.00  
Chevrolet Bonus Cash Program (Exp.02/28/2017): $500.00  
  
Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.   
  
Incremental Consumer Cash Program 17-40AC expires:2/28/2017 Chevrolet Bonus Cash Program 17-40AP expires:2/28/2017 Tax, title, license, dealer fees and optional equipment extra. Residency restrictions apply. See dealer for details.","New","44715 USD"
