ID,ID2,Item Title,Final URL,Image URL,Item Subtitle,Item Description,Item Category,Price
"Chevrolet Camaro","1G1FF1R72H0152400","2017 Chevrolet Camaro","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Camaro-2dr_Cpe_1SS-Austin-TX/2868764393","http://inventory-dmg.assets-cdk.com/5/3/6/13608904635.jpg","Camaro","MSRP: $40,440.00  
Chevrolet Select Market Bonus Cash Program: (Exp.02/28/2017): $1,000.00  
Dealer Discounts: $1.00  
  
Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.   
  
Program 17-40AF GM US State of TexasTax, title, license, dealer fees and optional equipment extra. Residency restrictions apply. See dealer for details. Must take retail delivery by 02/28/2017.","New","39240 USD"
"Chevrolet Camaro","1G1FF1R76H0152190","2017 Chevrolet Camaro","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Camaro-2dr_Cpe_1SS-Austin-TX/2872930253","http://inventory-dmg.assets-cdk.com/2/0/3/13663323302.jpg","Camaro","MSRP: $40,440.00  
Chevrolet Select Market Bonus Cash Program: (Exp.02/28/2017): $1,000.00  
Dealer Discounts: $1.00  
  
Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.   
  
Program 17-40AF GM US State of TexasTax, title, license, dealer fees and optional equipment extra. Residency restrictions apply. See dealer for details. Must take retail delivery by 02/28/2017.","New","39240 USD"
"Chevrolet Camaro","1G1FF1R78H0155706","2017 Chevrolet Camaro","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Camaro-2dr_Cpe_1SS-Austin-TX/2875432233","http://inventory-dmg.assets-cdk.com/8/9/9/14082886998.jpg","Camaro","MSRP: $40,440.00  
Chevrolet Select Market Bonus Cash Program: (Exp.02/28/2017): $1,000.00  
Dealer Discounts: $1.00  
  
Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.   
  
Program 17-40AF GM US State of TexasTax, title, license, dealer fees and optional equipment extra. Residency restrictions apply. See dealer for details. Must take retail delivery by 02/28/2017.","New","39240 USD"
"Chevrolet Camaro","1G1FD1RS9H0104645","2017 Chevrolet Camaro","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Camaro-2dr_Cpe_2LT-Austin-TX/2792200353","http://inventory-dmg.assets-cdk.com/2/1/9/13414573912.jpg","Camaro","MSRP: $39,140.00  
Chevrolet Select Market Bonus Cash Program: (Exp.02/28/2017): $1,000.00  
Dealer Discounts: $1.00  
  
Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.   
  
Program 17-40AF GM US State of TexasTax, title, license, dealer fees and optional equipment extra. Residency restrictions apply. See dealer for details. Must take retail delivery by 02/28/2017.","New","36791 USD"
"Chevrolet Camaro","1G1FD1RS0H0118580","2017 Chevrolet Camaro","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Camaro-2dr_Cpe_2LT-Austin-TX/2815100523","http://inventory-dmg.assets-cdk.com/8/1/8/13414576818.jpg","Camaro","MSRP: $40,740.00  
Chevrolet Select Market Bonus Cash Program: (Exp.02/28/2017): $1,000.00  
Dealer Discounts: $1.00  
  
Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.   
  
Program 17-40AF GM US State of TexasTax, title, license, dealer fees and optional equipment extra. Residency restrictions apply. See dealer for details. Must take retail delivery by 02/28/2017.","New","38295 USD"
"Chevrolet Camaro","1G1FD1RX2H0130502","2017 Chevrolet Camaro","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Camaro-2dr_Cpe_2LT-Austin-TX/2831796593","http://inventory-dmg.assets-cdk.com/1/6/7/13465399761.jpg","Camaro","MSRP: $39,660.00  
Chevrolet Select Market Bonus Cash Program: (Exp.02/28/2017): $1,000.00  
Dealer Discounts: $1.00  
  
Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.   
  
Program 17-40AF GM US State of TexasTax, title, license, dealer fees and optional equipment extra. Residency restrictions apply. See dealer for details. Must take retail delivery by 02/28/2017.","New","37280 USD"
"Chevrolet Camaro","1G1FD1RS6H0128207","2017 Chevrolet Camaro","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Camaro-2dr_Cpe_2LT-Austin-TX/2831797243","http://inventory-dmg.assets-cdk.com/6/2/2/13469710226.jpg","Camaro","MSRP: $36,440.00  
Chevrolet Select Market Bonus Cash Program: (Exp.02/28/2017): $1,000.00  
Dealer Discounts: $1.00  
  
Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.   
  
Program 17-40AF GM US State of TexasTax, title, license, dealer fees and optional equipment extra. Residency restrictions apply. See dealer for details. Must take retail delivery by 02/28/2017.","New","34253 USD"
"Chevrolet Camaro","1G1FD1RX3H0132985","2017 Chevrolet Camaro","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Camaro-2dr_Cpe_2LT-Austin-TX/2834340273","http://inventory-dmg.assets-cdk.com/2/8/8/13520102882.jpg","Camaro","MSRP: $34,845.00  
Chevrolet Select Market Bonus Cash Program: (Exp.02/28/2017): $1,000.00  
Dealer Discounts: $1.00  
  
Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.   
  
Program 17-40AF GM US State of TexasTax, title, license, dealer fees and optional equipment extra. Residency restrictions apply. See dealer for details. Must take retail delivery by 02/28/2017.","New","32754 USD"
"Chevrolet Camaro","1G1FC1RS0H0120039","2017 Chevrolet Camaro","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Camaro-2dr_Cpe_2LT-Austin-TX/2854535583","http://inventory-dmg.assets-cdk.com/5/2/1/13496530125.jpg","Camaro","MSRP: $38,240.00  
Chevrolet Select Market Bonus Cash Program: (Exp.02/28/2017): $1,000.00  
Dealer Discounts: $1.00  
  
Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.   
  
Program 17-40AF GM US State of TexasTax, title, license, dealer fees and optional equipment extra. Residency restrictions apply. See dealer for details. Must take retail delivery by 02/28/2017.","New","35945 USD"
"Chevrolet Camaro","1G1FD1RS3H0159124","2017 Chevrolet Camaro","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Camaro-2dr_Cpe_2LT-Austin-TX/2872783143","http://inventory-dmg.assets-cdk.com/2/1/2/14082886212.jpg","Camaro","MSRP: $38,135.00  
Chevrolet Select Market Bonus Cash Program: (Exp.02/28/2017): $1,000.00  
Dealer Discounts: $1.00  
  
Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.   
  
Program 17-40AF GM US State of TexasTax, title, license, dealer fees and optional equipment extra. Residency restrictions apply. See dealer for details. Must take retail delivery by 02/28/2017.","New","36935 USD"
"Chevrolet Camaro","1G1FD1RS7H0160518","2017 Chevrolet Camaro","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Camaro-2dr_Cpe_2LT-Austin-TX/2873709893","http://inventory-dmg.assets-cdk.com/6/0/7/13663323706.jpg","Camaro","MSRP: $38,135.00  
Chevrolet Select Market Bonus Cash Program: (Exp.02/28/2017): $1,000.00  
Dealer Discounts: $1.00  
  
Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.   
  
Program 17-40AF GM US State of TexasTax, title, license, dealer fees and optional equipment extra. Residency restrictions apply. See dealer for details. Must take retail delivery by 02/28/2017.","New","36935 USD"
"Chevrolet Camaro","1G1FD1RS0H0160859","2017 Chevrolet Camaro","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Camaro-2dr_Cpe_2LT-Austin-TX/2874581433","http://inventory-dmg.assets-cdk.com/0/3/8/14218734830.jpg","Camaro","MSRP: $38,530.00  
Chevrolet Select Market Bonus Cash Program: (Exp.02/28/2017): $1,000.00  
Dealer Discounts: $1.00  
  
Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.   
  
Program 17-40AF GM US State of TexasTax, title, license, dealer fees and optional equipment extra. Residency restrictions apply. See dealer for details. Must take retail delivery by 02/28/2017.","New","37330 USD"
"Chevrolet Camaro","1G1FD1RS5H0160386","2017 Chevrolet Camaro","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Camaro-2dr_Cpe_2LT-Austin-TX/2874581463","http://inventory-dmg.assets-cdk.com/1/6/3/13651490361.jpg","Camaro","MSRP: $38,135.00  
Chevrolet Select Market Bonus Cash Program: (Exp.02/28/2017): $1,000.00  
Dealer Discounts: $1.00  
  
Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.   
  
Program 17-40AF GM US State of TexasTax, title, license, dealer fees and optional equipment extra. Residency restrictions apply. See dealer for details. Must take retail delivery by 02/28/2017.","New","36935 USD"
"Chevrolet Camaro","1G1FC1RS2H0164334","2017 Chevrolet Camaro","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Camaro-2dr_Cpe_2LT-Austin-TX/2884912223","http://inventory-dmg.assets-cdk.com/5/3/6/13770850635.jpg","Camaro","MSRP: $41,985.00  
Chevrolet Select Market Bonus Cash Program: (Exp.02/28/2017): $1,000.00  
Dealer Discounts: $1.00  
  
Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.   
  
Program 17-40AF GM US State of TexasTax, title, license, dealer fees and optional equipment extra. Residency restrictions apply. See dealer for details. Must take retail delivery by 02/28/2017.","New","40785 USD"
"Chevrolet Camaro","1G1FD1RS8H0129522","2017 Chevrolet Camaro","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Camaro-2dr_Cpe_2LT-Austin-TX/2943094123","http://inventory-dmg.assets-cdk.com/9/1/7/14010384719.jpg","Camaro","MSRP: $36,440.00  
  
Dealer Discounts: $2,000.00  
  
Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.   
  
Dealer Discount of $2,000.00 has been applied. Price and special offer are subject to change","New","33524 USD"
"Chevrolet Camaro","1G1FH1R71H0105529","2017 Chevrolet Camaro","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Camaro-2dr_Cpe_2SS-Austin-TX/2803118723","http://inventory-dmg.assets-cdk.com/3/9/5/13375753593.jpg","Camaro","MSRP: $45,985.00  
Chevrolet Select Market Bonus Cash Program: (Exp.02/28/2017): $1,000.00  
Dealer Discounts: $1.00  
  
Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.   
  
Program 17-40AF GM US State of TexasTax, title, license, dealer fees and optional equipment extra. Residency restrictions apply. See dealer for details. Must take retail delivery by 02/28/2017.","New","43225 USD"
"Chevrolet Camaro","1G1FH1R73H0128987","2017 Chevrolet Camaro","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Camaro-2dr_Cpe_2SS-Austin-TX/2831796453","http://inventory-dmg.assets-cdk.com/8/6/8/14153474868.jpg","Camaro","MSRP: $46,745.00  
Chevrolet Select Market Bonus Cash Program: (Exp.02/28/2017): $1,000.00  
Dealer Discounts: $1.00  
  
Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.   
  
Program 17-40AF GM US State of TexasTax, title, license, dealer fees and optional equipment extra. Residency restrictions apply. See dealer for details. Must take retail delivery by 02/28/2017.","New","43940 USD"
"Chevrolet Camaro","1G1FH1R78H0128404","2017 Chevrolet Camaro","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Camaro-2dr_Cpe_2SS-Austin-TX/2831797233","http://inventory-dmg.assets-cdk.com/7/4/1/13466170147.jpg","Camaro","MSRP: $46,745.00  
Chevrolet Select Market Bonus Cash Program: (Exp.02/28/2017): $1,000.00  
Dealer Discounts: $1.00  
  
Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.   
  
Program 17-40AF GM US State of TexasTax, title, license, dealer fees and optional equipment extra. Residency restrictions apply. See dealer for details. Must take retail delivery by 02/28/2017.","New","43940 USD"
"Chevrolet Camaro","1G1FG1R79H0144906","2017 Chevrolet Camaro","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Camaro-2dr_Cpe_2SS-Austin-TX/2852284103","http://inventory-dmg.assets-cdk.com/8/5/8/13675754858.jpg","Camaro","MSRP: $44,700.00  
Chevrolet Select Market Bonus Cash Program: (Exp.02/28/2017): $1,000.00  
Dealer Discounts: $1.00  
  
Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.   
  
Program 17-40AF GM US State of TexasTax, title, license, dealer fees and optional equipment extra. Residency restrictions apply. See dealer for details. Must take retail delivery by 02/28/2017.","New","42018 USD"
"Chevrolet Camaro","1G1FH1R74H0148004","2017 Chevrolet Camaro","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Camaro-2dr_Cpe_2SS-Austin-TX/2856293563","http://inventory-dmg.assets-cdk.com/3/0/5/14153475503.jpg","Camaro","MSRP: $46,685.00  
Chevrolet Select Market Bonus Cash Program: (Exp.02/28/2017): $1,000.00  
Dealer Discounts: $1.00  
  
Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.   
  
Program 17-40AF GM US State of TexasTax, title, license, dealer fees and optional equipment extra. Residency restrictions apply. See dealer for details. Must take retail delivery by 02/28/2017.","New","45485 USD"
"Chevrolet Camaro","1G1FG1R71H0145287","2017 Chevrolet Camaro","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Camaro-2dr_Cpe_2SS-Austin-TX/2856293873","http://inventory-dmg.assets-cdk.com/9/6/0/13663323069.jpg","Camaro","MSRP: $44,700.00  
Chevrolet Select Market Bonus Cash Program: (Exp.02/28/2017): $1,000.00  
Dealer Discounts: $1.00  
  
Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.   
  
Program 17-40AF GM US State of TexasTax, title, license, dealer fees and optional equipment extra. Residency restrictions apply. See dealer for details. Must take retail delivery by 02/28/2017.","New","43500 USD"
"Chevrolet Camaro","1G1FH1R73H0150228","2017 Chevrolet Camaro","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Camaro-2dr_Cpe_2SS-Austin-TX/2884779243","http://inventory-dmg.assets-cdk.com/2/7/7/14082887772.jpg","Camaro","MSRP: $46,685.00  
Chevrolet Select Market Bonus Cash Program: (Exp.02/28/2017): $1,000.00  
Dealer Discounts: $1.00  
  
Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.   
  
Program 17-40AF GM US State of TexasTax, title, license, dealer fees and optional equipment extra. Residency restrictions apply. See dealer for details. Must take retail delivery by 02/28/2017.","New","45485 USD"
"Chevrolet Camaro","1G1FH1R73H0167529","2017 Chevrolet Camaro","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Camaro-2dr_Cpe_2SS-Austin-TX/2895477883","http://inventory-dmg.assets-cdk.com/0/2/9/14365834920.jpg","Camaro","MSRP: $46,995.00  
Chevrolet Select Market Bonus Cash Program: (Exp.02/28/2017): $1,000.00  
Dealer Discounts: $1.00  
  
Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.   
  
Program 17-40AF GM US State of TexasTax, title, license, dealer fees and optional equipment extra. Residency restrictions apply. See dealer for details. Must take retail delivery by 02/28/2017.","New","45795 USD"
"Chevrolet Camaro","1G1FH1R71H0171546","2017 Chevrolet Camaro","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Camaro-2dr_Cpe_2SS-Austin-TX/2898913623","http://inventory-dmg.assets-cdk.com/4/6/3/14082891364.jpg","Camaro","MSRP: $46,995.00  
Chevrolet Select Market Bonus Cash Program: (Exp.02/28/2017): $1,000.00  
Dealer Discounts: $1.00  
  
Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.   
  
Program 17-40AF GM US State of TexasTax, title, license, dealer fees and optional equipment extra. Residency restrictions apply. See dealer for details. Must take retail delivery by 02/28/2017.","New","45795 USD"
"Chevrolet Camaro","1G1FH1R79H0141114","2017 Chevrolet Camaro","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Camaro-2dr_Cpe_2SS-Austin-TX/2900837863","http://inventory-dmg.assets-cdk.com/2/9/8/14107848892.jpg","Camaro","MSRP: $47,680.00  
Chevrolet Select Market Bonus Cash Program: (Exp.02/28/2017): $1,000.00  
Dealer Discounts: $1.00  
  
Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.   
  
Program 17-40AF GM US State of TexasTax, title, license, dealer fees and optional equipment extra. Residency restrictions apply. See dealer for details. Must take retail delivery by 02/28/2017.","New","46480 USD"
"Chevrolet Camaro","1G1FH1R72H0173399","2017 Chevrolet Camaro","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Camaro-2dr_Cpe_2SS-Austin-TX/2904791233","http://inventory-dmg.assets-cdk.com/6/2/3/14082892326.jpg","Camaro","MSRP: $46,995.00  
Chevrolet Select Market Bonus Cash Program: (Exp.02/28/2017): $1,000.00  
Dealer Discounts: $1.00  
  
Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.   
  
Program 17-40AF GM US State of TexasTax, title, license, dealer fees and optional equipment extra. Residency restrictions apply. See dealer for details. Must take retail delivery by 02/28/2017.","New","45795 USD"
"Chevrolet City Express","3N63M0YN0HK693591","2017 Chevrolet City Express","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-City_Express_Cargo_Van-FWD_115%22_LS-Austin-TX/2856293683","http://inventory-dmg.assets-cdk.com/8/6/8/13777432868.jpg","City Express","MSRP: $23,990.00  
Consumer Cash Program (Exp.02/28/2017): $750.00  
  
Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.   
  
Consumer Cash Program 17-40ACA expires:2/28/2017 Tax, title, license, dealer fees and optional equipment extra. Residency restrictions apply. See dealer for details.","New","23240 USD"
"Chevrolet City Express","3N63M0YN7HK696732","2017 Chevrolet City Express","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-City_Express_Cargo_Van-FWD_115%22_LS-Austin-TX/2876719793","http://inventory-dmg.assets-cdk.com/8/7/1/13777433178.jpg","City Express","MSRP: $24,215.00  
Consumer Cash Program (Exp.02/28/2017): $750.00  
  
Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.   
  
Consumer Cash Program 17-40ACA expires:2/28/2017 Tax, title, license, dealer fees and optional equipment extra. Residency restrictions apply. See dealer for details.","New","23465 USD"
"Chevrolet City Express","3N63M0YNXHK710915","2017 Chevrolet City Express","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-City_Express_Cargo_Van-FWD_115%22_LS-Austin-TX/2968948223","http://inventory-dmg.assets-cdk.com/0/6/0/14354196060.jpg","City Express","Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.","New","23715 USD"
"Chevrolet City Express","3N63M0ZN5HK700873","2017 Chevrolet City Express","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-City_Express_Cargo_Van-FWD_115%22_LT-Austin-TX/2982841003","http://inventory-dmg.assets-cdk.com/evox/color_0640_032/11792/11792_cc0640_032_GQX.jpg","City Express","Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.","New","25045 USD"
"Chevrolet Colorado","1GCGSCEN9H1211170","2017 Chevrolet Colorado","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Colorado-Crew_Cab_Long_Box_2_Wheel_Drive_LT-Austin-TX/2943903703","http://inventory-dmg.assets-cdk.com/2/2/9/14039564922.jpg","Colorado","Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.","New","35170 USD"
"Chevrolet Colorado","1GCGSCEN2H1173278","2017 Chevrolet Colorado","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Colorado-Crew_Cab_Short_Box_2_Wheel_Drive_LT-Austin-TX/2911311703","http://inventory-dmg.assets-cdk.com/9/1/6/13868411619.jpg","Colorado","MSRP: $32,535.00  
  
Dealer Discounts: $1,525.00  
  
Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.   
  
Dealer Discount of $1,525.00 has been applied. Price and special offer are subject to change","New","31285 USD"
"Chevrolet Colorado","1GCGSCEN6H1180122","2017 Chevrolet Colorado","http://www.capitolchevy.com/VehicleDetails/new-2017-Chevrolet-Colorado-Crew_Cab_Short_Box_2_Wheel_Drive_LT-Austin-TX/2930570313","http://inventory-dmg.assets-cdk.com/7/8/4/13880611487.jpg","Colorado","MSRP: $32,725.00  
  
Dealer Discounts: $1,366.00  
  
Looking to purchase? You are in luck. Capitol Chevrolet can help you save. Regardless of what you are looking for, we have a huge selection of new, used and Certified Pre-owned vehicles to choose from. In business for more than 80 Years, we are Austin's Original Chevy Store! For your best deal, call the number in this listing and ask for our Internet Sales Team, or visit CapitolChevy.com.   
  
Dealer Discount of $1,366.00 has been applied. Price and special offer are subject to change","New","31475 USD"
